sequence,elapsed_ms,type,direction,id,bytes,name,details,hex,marker
62,308,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 1c 00 9c 80 53 c0 00 00 09 c8 a3 30 eb 67 49 91 53 9f 1e 90 80 00 00 00 00 05 b7 e0 00 00 71 98 18 f4 ef 67 0f 6f fd fd 00 00 00 80",""
63,308,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 76 00 8b 00 5f 80 00 00 03 71 aa b0 fa 24 09 d1 44 1c 5f 50 84 00 00 00 03 15 7b 40 00 02 e8 77 1c f3 d4 9f a7 73 fd fd 00 00 00 80",""
64,308,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 4f 00 fa 7f eb bf c0 00 1d 4d 62 70 dd cb 49 91 63 1f 5e 90 80 00 00 00 03 73 da 00 00 02 6f fe 6c f5 6f 07 c8 47 fd fd 28 00 04 11",""
65,308,"PACKET","IN",207,35,"PlayerSync","id=207 bytes=35","cf 79 00 00 00 38 43 a3 30 e6 09 89 91 63 a0 5e 90 84 00 00 00 01 83 df 40 00 00 00 00 00 01 a5 04 04 80",""
66,308,"PACKET","IN",203,34,"AimSync","id=203 bytes=34","cb 79 00 04 6a 03 53 be 44 3d 73 3f 1a 97 6f be fe b5 8b c3 5c f3 25 45 ae 07 80 42 00 00 00 00 3f 55",""
67,332,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 1c 00 9d 00 54 40 00 00 1b 87 e3 30 fd 67 49 91 4b 9f 1e 90 80 00 00 00 01 d9 e7 e0 00 01 93 34 1c f6 87 8a 53 47 fd fd 00 00 00 80",""
68,332,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 1c 00 9d 80 54 c0 00 00 06 07 23 30 ce e7 89 91 41 9f 1e 90 80 00 00 00 01 d2 17 e0 00 01 63 30 68 f7 ab a9 77 1b fd fd 00 00 00 80",""
69,332,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 4f 00 fa 7f eb bf c0 00 30 4b a2 70 c3 8b 09 91 41 9f 9e 90 80 00 00 00 03 73 da 00 00 03 a4 46 80 f5 6f 07 c8 47 fd fd 28 00 04 11",""
70,333,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 76 00 8b 00 5f 40 00 00 25 32 6a b0 d8 24 49 d1 50 1c 9f 50 84 00 00 00 03 15 7b 40 00 03 44 77 1c f3 d4 9f a7 73 fd fd 00 00 00 80",""
71,333,"PACKET","OUT",205,9,"UNKNOWN_PACKET","id=205 bytes=9","cd b8 4a 04 00 00 00 00 00",""
72,333,"PACKET","OUT",203,32,"AimSync","id=203 bytes=32","cb 04 68 1c 65 bf e6 e5 96 3e ae 7b ab be cc 0d 9f c3 18 dd 26 45 4b d9 81 42 00 00 00 00 3f c6",""
73,358,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 1c 00 9d 80 55 40 00 00 23 86 23 30 dd 67 89 91 77 5e de 90 80 00 00 00 00 0e 47 e0 00 01 23 30 68 f7 8b c5 b2 eb fd fd 00 00 00 80",""
74,359,"PACKET","IN",200,38,"VehicleSync","id=200 bytes=38","c8 3f 00 4b 00 00 00 00 00 00 00 58 c0 c6 50 33 68 b3 06 5e ac 32 5b 62 b4 58 83 b9 b4 20 00 00 00 06 80 3a 00 00",""
75,359,"PACKET","IN",203,34,"AimSync","id=203 bytes=34","cb 3f 00 12 51 3e 70 bf 6a ce b0 3e 77 bf ff bb 1c 7b e8 c3 9a 9f 2b 45 e5 f0 9c 42 00 00 00 00 3f 36",""
76,359,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 4f 00 fa 7f eb bf c0 00 1b 8a 22 70 ee 4a 89 91 5e 1f 9e 90 80 00 00 00 03 73 da 00 00 01 7a 8e a4 f5 6f 07 c8 47 fd fd 28 00 04 11",""
77,386,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 1c 00 9e 00 56 40 00 00 35 45 23 30 e8 e7 89 91 6c 5e de 90 80 00 00 00 00 ba 73 e0 00 00 f7 30 68 f6 03 df 66 b7 fd fd 00 00 00 80",""
78,386,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 4f 00 fa 7f eb bf c0 00 13 88 a2 70 db ca 49 91 7a 1f 9e 90 80 00 00 00 03 73 da 00 00 03 af 92 c4 f5 6f 07 c8 47 fd fd 28 00 04 11",""
79,386,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 76 00 8b 80 5f 40 00 00 3e 34 ea b0 ef e4 89 d1 71 1d 5f 50 84 00 00 00 03 15 7b 40 00 02 02 1a c4 f3 d4 9f a7 73 fd fd 00 00 00 80",""
80,386,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 1c 00 9e 80 57 40 00 00 3e 84 23 30 f1 27 89 91 61 1e de 90 80 00 00 00 03 96 9b e0 00 00 c3 30 68 f6 fb ee da 83 fd fd 00 00 00 80",""
81,407,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 1c 00 9e 80 58 00 00 00 01 03 63 30 f5 e7 89 91 55 9e de 90 80 00 00 00 00 aa c7 e0 00 00 9f 30 68 f6 33 f8 c2 4f fd fd 00 00 00 80",""
82,407,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 4f 00 fa 7f eb bf c0 00 3e 46 e2 70 c6 8a 09 91 56 9f de 90 80 00 00 00 03 73 da 00 00 00 52 66 f4 f5 6f 07 c8 47 fd fd 28 00 04 11",""
83,407,"RPC","IN",99,42,"MoveObject","id=99 bytes=42","83 00 f8 e3 a1 c3 d7 9b 26 45 53 c5 7d 42 f8 e3 a1 c3 d7 9b 26 45 ed 5e 7b 42 00 00 80 3e 00 00 00 00 00 00 00 00 08 cc 84 43",""
84,407,"RPC","IN",122,2,"StopObject","id=122 bytes=2","83 00",""
85,407,"RPC","IN",99,42,"MoveObject","id=99 bytes=42","83 00 f8 e3 a1 c3 d7 9b 26 45 53 c5 7d 42 f8 e3 a1 c3 d7 9b 26 45 53 c5 7d 42 00 00 80 3e 00 00 00 00 00 00 00 00 08 cc 84 43",""
86,407,"RPC","IN",122,2,"StopObject","id=122 bytes=2","83 00",""
87,408,"RPC","IN",99,42,"MoveObject","id=99 bytes=42","83 00 f8 e3 a1 c3 d7 9b 26 45 53 c5 7d 42 f8 e3 a1 c3 d7 9b 26 45 ed 5e 7b 42 00 00 80 3e 00 00 00 00 00 00 00 00 08 cc 84 43",""
88,408,"RPC","IN",122,2,"StopObject","id=122 bytes=2","83 00",""
89,408,"RPC","IN",99,42,"MoveObject","id=99 bytes=42","83 00 f8 e3 a1 c3 d7 9b 26 45 53 c5 7d 42 f8 e3 a1 c3 d7 9b 26 45 53 c5 7d 42 00 00 80 3e 00 00 00 00 00 00 00 00 08 cc 84 43",""
90,408,"RPC","IN",122,2,"StopObject","id=122 bytes=2","83 00",""
91,408,"RPC","IN",99,42,"MoveObject","id=99 bytes=42","83 00 f8 e3 a1 c3 d7 9b 26 45 53 c5 7d 42 f8 e3 a1 c3 d7 9b 26 45 ed 5e 7b 42 00 00 80 3e 00 00 00 00 00 00 00 00 08 cc 84 43",""
92,408,"RPC","IN",122,2,"StopObject","id=122 bytes=2","83 00",""
93,408,"RPC","IN",99,42,"MoveObject","id=99 bytes=42","83 00 f8 e3 a1 c3 d7 9b 26 45 53 c5 7d 42 f8 e3 a1 c3 d7 9b 26 45 53 c5 7d 42 00 00 80 3e 00 00 00 00 00 00 00 00 08 cc 84 43",""
94,408,"RPC","IN",122,2,"StopObject","id=122 bytes=2","83 00",""
95,408,"RPC","IN",99,42,"MoveObject","id=99 bytes=42","83 00 f8 e3 a1 c3 d7 9b 26 45 53 c5 7d 42 f8 e3 a1 c3 d7 9b 26 45 ed 5e 7b 42 00 00 80 3e 00 00 00 00 00 00 00 00 08 cc 84 43",""
96,408,"RPC","IN",122,2,"StopObject","id=122 bytes=2","83 00",""
97,409,"RPC","IN",99,42,"MoveObject","id=99 bytes=42","83 00 f8 e3 a1 c3 d7 9b 26 45 53 c5 7d 42 f8 e3 a1 c3 d7 9b 26 45 53 c5 7d 42 00 00 80 3e 00 00 00 00 00 00 00 00 08 cc 84 43",""
98,409,"RPC","IN",122,2,"StopObject","id=122 bytes=2","83 00",""
99,409,"RPC","IN",99,42,"MoveObject","id=99 bytes=42","83 00 f8 e3 a1 c3 d7 9b 26 45 53 c5 7d 42 f8 e3 a1 c3 d7 9b 26 45 ed 5e 7b 42 00 00 80 3e 00 00 00 00 00 00 00 00 08 cc 84 43",""
100,409,"RPC","IN",122,2,"StopObject","id=122 bytes=2","83 00",""
101,409,"RPC","IN",99,42,"MoveObject","id=99 bytes=42","83 00 f8 e3 a1 c3 d7 9b 26 45 53 c5 7d 42 f8 e3 a1 c3 d7 9b 26 45 53 c5 7d 42 00 00 80 3e 00 00 00 00 00 00 00 00 08 cc 84 43",""
102,409,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 1c 00 9e 80 58 c0 00 00 02 82 63 30 f7 27 89 91 49 de de 90 80 00 00 00 03 6a eb e0 00 00 97 30 68 f7 87 fd 8e 17 fd fd 00 00 00 80",""
103,409,"PACKET","IN",207,49,"PlayerSync","id=207 bytes=49","cf 30 00 00 00 22 fe a6 b0 cf 96 c9 d1 7b 67 1f 10 84 00 00 00 01 bd d3 00 00 00 00 00 00 03 ff fe 00 00 00 00 00 00 00 00 00 00 00 01 28 00 04 11",""
104,429,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 4f 00 fa 7f eb bf c0 00 03 c5 62 70 e9 49 89 91 75 df de 90 80 00 00 00 03 73 da 00 00 00 11 0e ec f5 6f 07 c8 47 fd fd 28 00 04 11",""
105,429,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 76 00 8b 00 5f 40 00 00 30 37 aa b0 ca e5 09 d1 5a 9e 5f 50 84 00 00 00 03 15 7b 40 00 01 5b f3 5c f7 d4 9f a7 73 fd fd 00 00 00 80",""
106,429,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 1c 00 9f 00 59 40 00 00 03 81 63 30 f5 27 89 91 7e 1e 9e 90 80 00 00 00 00 1f 13 e0 00 00 9b 30 68 f6 e3 fe 6d df fd fd 00 00 00 80",""
107,430,"PACKET","IN",203,34,"AimSync","id=203 bytes=34","cb 1c 00 04 c8 33 56 3d 05 e2 76 3f e2 bf 84 be 9e 17 8c c3 6f 7c 26 45 2b 36 7f 42 00 00 00 00 3f ff",""
108,430,"PACKET","IN",200,38,"VehicleSync","id=200 bytes=38","c8 3f 00 4b 00 00 00 00 00 00 00 58 80 c6 80 33 78 b3 06 5e ac 32 5b 62 b4 58 83 b9 b4 20 00 00 00 06 80 3a 00 00",""
109,430,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 76 00 8b 00 5f 80 00 00 0d b8 2a b0 d7 25 09 d1 7a 1e 5f 50 84 00 00 00 03 15 7b 40 00 02 c6 1e 94 f3 d4 9f a7 73 fd fd 00 00 00 80",""
110,457,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 1c 00 9f 00 59 80 00 00 04 80 63 30 ef a7 89 91 72 9e 9e 90 80 00 00 00 00 7b 37 e0 00 03 f4 7c 50 f4 4b fb 89 a7 fd fd 00 00 00 80",""
111,458,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 4f 00 fa 7f eb bf c0 00 10 83 a2 70 cd 89 49 91 54 a0 1e 90 80 00 00 00 03 73 da 00 00 03 15 72 e0 f5 6f 07 c8 47 fd fd 28 00 04 11",""
112,477,"PACKET","IN",207,45,"PlayerSync","id=207 bytes=45","cf 1c 00 9e 80 5a 00 00 00 01 c0 23 30 df 27 89 91 6f 9e 9e 90 80 00 00 00 00 63 57 e0 00 02 1e 82 cc f2 b6 e6 ec 37 fd fd 00 00 00 80",""
